,text,tag
26527,comedian dennis miller is completely wasted here ( he's not given lines that are suitable for his persona ) and doesn't even appear all that much .,neg
26528,is jackson's character then simply insane ?,neg
26529,hopefully criminals won't use double jeopardy as a reference in court for why they are innocent .,neg
26530,that's when you know your health's failing .,neg
26531,"from a director who does such a great job of staging explosions and miraculous stunts , i suggest west should stick with mindless , rip-roaring action features and attempt to avoid future projects like this .",neg
26532,"a two-hour still shot of a dog with a cartoonish voice over could entertain a lot of toddlers out there , but would that make it as artistic as beauty and the beast , which could easily do the same thing ?",neg
26533,"this leads to some of the worst paired acting of the me decade , and with the dialogue they're given , there's not much room for improvement .",neg
26534,"still , there have been much worse "" ____ from hell "" films .",neg
26535,the action scenes are also some of the most beautifully choreographed i have ever seen .,pos
26536,"the videotapes are missing , but thanks to a psychic intuition from kim , they discover the videotapes buried underneath the foundation of the house , "" right where the original blair witch tapes were found ! """,neg
26537,"eventually though , the ancy youngster wins the game for his teammates , sparking his rise to fame in the football world - the endorsements , the music videos , etc . - and stone straps us in for the jolting ride of behind-the-scenes stress and fury that the business is apparently like .",neg
26538,chow's trademark of twin pistol shooting is saved for the finale ( which in fairness is quite good ) and there's not even a toothpick in site .,neg
26539,"and let's face it , probably half the people who see this movie will do so because of zeta-jones .",neg
26540,-- sebastian valmont actually begins to fall for poor annette hargrove .,neg
26541,"for some reason that's never explained in the film , the fbi is called in to help , and through a series of intricate machinations , art becomes the sole protector of the young autistic boy .",neg
26542,"his recycled raising arizona performance is a means of escape , his chase after a stuffed bunny a continuation of his pursuit of that big box of huggies .",neg
26543,"my vote goes to a rare cd called "" never say die "" ( 1981 ) from petra , a christian rock group .",neg
26544,"biel cries a lot , while bruce davison merely acts smarmy as her class-conscious father .",neg
26545,marky .,neg
26546,"the one bright spot is that no longer will kevin costner's "" the postman "" ( which i begrudgingly admit as a guilty pleasure ) be "" the "" big budget science fiction failure .",neg
26547,"huh ? ) , and go on a road trip where three things happen , in no order : 1 ) they have sex ; 2 ) they run into weird people ; 3 ) they kill them .",neg
26548,"these aliens are not only heavily armed , they're stupid too .",neg
26549,"they had lots of "" great "" sight gags like two people trying to go in a door together and therefore bumping shoulders against the door .",neg
26550,the reason is in the screenplay that quickly degenerates into whole series of prison movie clich ? s and situations that are painfully predictable .,neg
26551,"blair's parents also fought in the space battles , and also died there .",neg
26552,"jim west and artemus gordon get caught up in all kinds of sticky situations , but the way they get out of them are always unsatisfying , and rely purely on luck , rather than audience pleasing skill .",neg
26553,"williams is teri , a successful lawyer , who is frustrated by her husband miles attempts at a music career .",pos
26554,the other important aspect is that the film never seems disdainful of its characters .,pos
26555,at least the species movies hold no bones about the fact that they're exploiting the female body .,neg
26556,they cannot have it both ways .,neg
26557,"as you should know , this summer has been less than memorable .",neg
26558,they saw what civilization and culture and everyday life would be like under such conditions .,pos
26559,"* there aren't as many fight scenes in this movie as there were in the first , because the folks making the movie mistakenly try to hang a more robust plot in between .",neg
26560,"john malkovich ( being john malkovich ) fares a bit better as the dauphin , who joan would see on the throne as charles vii .",neg
26561,"the scene is played for laughs , but it isn't funny .",neg
26562,"meanwhile , macleane falls in love with rebecca infuriating the businesslike plunkett , who doesn't want his plans to be foiled by his partner's mindless romantic travails .",neg
26563,misogynistic police officer who beats up prentice gets his come-uppance .,neg
26564,"beyond that , the updated film retains little or no resemblance to the original pulpy page-turner by spillane , probably the most infamous and often reviled of all mystery writers .",neg
26565,"mark addy ( "" the full monty "" ) is sorely underutilized as cisco , wellington's fake english butler .",neg
26566,"carpenter's latest horror opus with a science fiction bent ( or science fiction outing with a schlock horror bent ) is the aptly-titled "" john carpenter's ghosts of mars "" ( in case , i suppose , you went looking for someone else's "" ghosts of mars "" ) .",neg
26567,"* there are a number of completely meaningless story sidetracks , including a muddled scene where liu kang ( robin shou ) seeks out nightwolf ( litefoot ) , has a mystical hallucination , and then wanders off with jade ( irina pantaeva ) .",neg
26568,to call this movie inept would be putting it mildly .,neg
26569,"because we've seen the tv ads for deep impact , ads that feature freeman telling the nation that "" the comet is still headed right for us "" and show disaster shots of the comet striking earth and the giant tidal wave spreading .",neg
26570,"the way the film progresses , you likely won't even care if the heroes are in any jeopardy , because you'll know they aren't .",neg
26571,"numerous comparisons can be made with this movie to past sci-fi , suspense thrillers .",neg
26572,i certainly hope that the director makes more movies as this does show promise even if i myself don't like it .,neg
26573,"if you * do * stick it through , your sole reward is a half-hokey special effect depicting the infamous transformation . )",neg
26574,"he's all wrong for a lead role , but it doesn't help that christopher has forgotten to develop his characters .",neg
26575,"blues brothers 2000 is deserving of one whole star simply because if you really , really love this kind of music , you might kind of , sort of like this movie .",neg
26576,"i mean , a really , really , bad movie .",neg
26577,one incredible good reason .,neg
26578,"which is unfortunately , the other main story isn't any great shakes either .",neg
26579,"now onto from hell's appearance : it's certainly dark and bleak enough , and it's surprising to see how much more it looks like a tim burton film than planet of the apes did ( at times , it seems like sleepy hollow 2 ) .",pos
26580,one day filmmakers here in the u . s . will stop making films by the numbers and start to embrace the style and emotion that has made hong kong action pictures such a commodity .,neg
26581,"the brothers pile on the offensive humor , taking shots at race , midgets , albinos , mental illness , and all manner of bathroom jokes .",neg
26582,"the film places too much weight on broderick's character and not enough on the black soldiers , who are more intriguing .",pos
26583,the world wrestling federation would have made a better film .,neg
26584,"then , for no obvious reason , they'll accidentally run into pirates who try to kill them . ?",neg
26585,"she did a decent enough job in ed burns' "" she's the one "" because it was a smaller and supporting role , and she just doesn't deliver the goods effectively in this movie .",neg
26586,everyone seems to be reciting lines written for stock characters .,neg
26587,"still believing that their drug will work , they decide to test it anyway , on hesse .",neg
26588,about the only positive thing this film had going for it was the fact that it sports some nice scenery .,neg
26589,"five years after his directorial debut based on stephen king's writings called the shawshank redemption ( 9/10 ) , writer/director frank darabont returns to the big screen with another prison film based on the famous scribblings of stephen king .",neg
26590,"in the movies , the good guys can run through a firestorm of bullets and bombs and not get a scratch , but in reality that wouldn't happen .",pos
26591,one of his main followers is a freelance photographer ( dennis hopper ) who attempts to convey the situations to willard .,pos
26592,"capsule : this is a 1950s or 1960s style heist film , set in the present .",pos
26593,"why it is necessary to do this is not satisfactorily explained , but neither are a lot of aspects of the plot .",neg
26594,"their talent lies not in their ability to reflect the norms of reality , but in their potential to dig out the darkest corners of life and bring them to light .",pos
26595,"as for freddie prinze jr . , an actor i ordinarily enjoy , he too is quite bad here .",neg
26596,"okay , so the film's not devoid of merit .",neg
26597,"so what do you get when you mix together plot elements from various successful sci-fi films such as close encounters of the third kind , 2001 : a space odyssey , apollo 13 and contact ?",neg
26598,it contains several scenes of sex sans nudity .,neg
26599,the perfect opportunity arises for roach to say what this movie is really about .,neg
26600,and that's * way * before ellen degeneres shows up .,neg
26601,mission to mars,neg
26602,stars .,neg
26603,i suppose i just don't want to talk about the movie itself .,neg
26604,"jews kill christians , etc . you could reverse subject and predicate in each instance and still not be challenged .",pos
26605,"i heard it on the soundtrack , and wondered where it was going to be .",pos
26606,i guess it could be summed up more crudely as : what's it all about ?,neg
26607,"actually , it's lizard eat city , as godzilla emerges from the atlantic to begin a rampage on the big apple's core .",neg
26608,"lesra and his buddies go to a book sale where lesra picks out his very first book -- "" the sixteenth round , "" rubin's autobiography .",neg
26609,you'll see 60% of anastasia there .,neg
26610,mulan is set in feudal china and features the ever-popular heroine who marches to a different drum and wants to do more with her life than get married .,pos
26611,but this movie could destroy the careers of anyone associated with it !,neg
26612,be damned ) .,neg
26613,prince wouldn't even let out an innuendo that lame and he's the king of the horndogs . . .,neg
26614,this film might have been a really engaging experience under another director's control .,neg
26615,"the finesses of the script ( attributed to four screenwriters no less , and far removed from anything dodie smith ever dreamed up ) are quickly dispensed with , since all it takes for a paroled cruella to be shaken from her years of successful aversion therapy in the slammer is the tolling of big ben ( ? ) .",neg
26616,"with the exception of a single original joke involving mirror-imaged subtitles , the movie engenders little genuine laughter .",neg
26617,"style doesn't exactly make for a great film , but when it comes to _shaft_ , that's of little consequence .",pos
26618,and the list goes on .,neg
26619,"sadly , that's one of the film's most enjoyable sequences , and the entertainment value is entirely unintentional .",neg
26620,"shaw has a little bit more to work with , since she has one touching scene in which she talks to francis in a time of despair , but is out of the picture just as we are beginning to know her .",neg
26621,"( for instance , blade's main weapons are silver and garlic , whereas main character jack crow's technique is a wooden stake to the heart . )",pos
26622,"the characters are 1-dimensional , the story thin as chicken broth , and the writing very lame .",neg
26623,someone could have used an editor !,neg
26624,you know the rest .,neg
26625,"it felt like his character was taken straight out of a "" scooby doo "" episode ; he would have gotten away with it if it wasn't for those annoying little kids .",pos
26626,"if you want to waste your time watching a boring , stupid disaster flick ( literally , it almost grossed half of its budget ) , see this .",neg
26627,"the first such scene takes place on an abandoned spaceship and what ensues could best be described as "" alien "" -lite .",neg
26628,"performances , however , were either wooden or , for the most part , unforgivingly campy .",neg
26629,"from this synopsis , contact does not sound too different to most films about alien contact , but there is a whole lot more to this intelligent film than the sci-fi hook .",pos
26630,"i'm not sure if anything could have saved this film from being such a total waste , but believe me you , it is .",neg
26631,i rest my case . ),neg
26632,"neither of these have much plot relevance but are given ample time to develop , like the captain koons gold watch speech in pulp fiction , only here these sequences are more enjoyable than the rest of the movie .",pos
26633,"grim stuff , to be sure , but the subject of a remarkable film from italy's master of the horror thriller dario argento .",pos
26634,"more to the point , it's the refusal to acknowledge that characterizations matter when you're telling a story about a relationship .",neg
26635,"just when we think the martha character is going to be useful , she disappears , and the story wanders aimlessly looking for a new plot to pick up on .",neg
26636,and with a $70 mill .,neg
26637,"indeed , it's hard to imagine anyone having felt passionate enough about the film to generate any controversy : it may be ambitious , it may be innovative , but it is also terribly , terribly dull .",neg
26638,there are some pretty impressive stars in lost in space - it's just that none of them happen to be actors .,neg
26639,"it's too bad most of them are unintentional , or just plain forced .",neg
26640,"the end credits note that "" no special visual effects were used in the basketball sequences of this motion picture . """,neg
26641,"she goes wild , sleeps in late .",neg
26642,"as it is , the film forgets that a lot of people have sexual fetishes , and that putting on a pair of handcuffs does not make a person insane .",neg
26643,"overall , the film doesn't stick because it doesn't entertain , it's confusing , it rarely excites and it feels pretty redundant for most of its runtime , despite a pretty cool ending and explanation to all of the craziness that came before it .",neg
26644,the writers tried to throw in some sort of plot twist ( should i call it a plot knot because it made no sense ? ) in which the sick guy's g-friend kisses the evil dude and suddenly everybody hates said evil dude and starts trying to kill him .,neg
26645,"this year's "" winner "" is the hurricane , pure unadulterated tripe that is all of a sudden being received with critical plaudits and votes in the office oscar pool .",neg
26646,"then , we meet a farmer-wizard , dallben , and his young apprentice , taran .",pos
26647,why do they use him to decipher what no one else could ?,neg
26648,she handles her part with a surprising professionalism and ease that certainly saves the film from being a complete flop .,neg
26649,the movie had its funny moments but there was no real story line other than something that could be thought up on a whim and carried through and in many causes ad-libbed as you went .,neg
26650,don't be surprised if you find yourself asking more than once just what the hell is going on .,neg
26651,sydney lumet is the director whose work happens to be of varied quality .,neg
26652,"the cast is game , the director does his job , and the subject matter is interesting , but the script takes the safer , slightly more boring route far too often .",pos
26653,the dialogue is littered with unnecessary obscenities and concerns mindnumbingly idiotic arguments over who will go down the next dark corridor/tunnel/airduct next and who will carry the flashlight .,neg
26654,this is a bad movie .,neg
26655,"james garner who plays ross's old buddy ex-cop raymond hope is always a treat , but even he half-heartedly struggles through lines like "" i'm glad they didn't shoot your pecker off . """,neg
26656,"as the movie marks time until its big finale , it throws in some repugnant scenes , hoping to turn audience's stomachs .",neg
26657,"christopher young's emotionless score for the film has a single trait , ear-shattering loudness .",neg
26658,"glossed over in "" seven years "" , the problems with the tibetan political system is hinted at here as the dalai lama muses "" we were just about to change things "" after the chinese attack .",pos
26659,his girlfriend ( vanessa l . williams ) and the queen disagree with his violent solutions .,neg
26660,it's like a dream without any appeal .,neg
26661,( see the relic for a particularly putrid example . ),neg
26662,it finally comes crashing through the city streets and has a cute face to face with dr . tatopoulos who snaps the beast's picture .,neg
26663,how do we know this is where she went ?,neg
26664,plot : a seven-foot death row inmate is discovered to have secret healing powers .,neg
26665,"it's not original , is entirely predictable and lacks energy .",neg
26666,"perhaps , if there were no freak show , and the technical aspects were to improve , there might just be a thing of beauty at the end .",neg
26667,he's 35 with no agent and no credits since he's too proud to take on roles in commercials or soap operas .,neg
26668,"but while the characters , places and events may have special meaning to the writer-director , the audience is left in the dark .",neg
26669,"the premise doesn't sound especially amusing to begin with ? almost heroes tells the tale of two explorers , the effeminate leslie edwards ( matthew perry ) and the uncouth bartholomew hunt ( chris farley ) , who are racing lewis and clark on the trip to the american northwest .",neg
26670,"what an awful note to end on , knowing there could be more of this in a year or two .",neg
26671,"now , sadly , he's added "" eyes wide shut "" to that impeccable body of work and his final film is the first and only blot on his near-flawless copybook .",neg
26672,"dennis miller might as well not even be in the movie ; they waste his talents more in murder at 1600 than they did in bordello of blood , and that's saying a lot .",neg
26673,"mcfarlane's "" spawn "" immediately became a commercial and critical success and a defining comic book series of the 1990s .",neg
26674,"all of the other aliens have weird foreheads or other pointy bones on their face , but travolta just has a goatee .",neg
26675,"though wainwright's vanity certainly doesn't help , he does seem to have been given a nearly unworkable script .",neg
26676,"sadly , it's also true that kids will enjoy almost anything if it's presented right .",neg
26677,the thrills all came from the plot .,neg
26678,"freddie , meanwhile , isn't ready to let sam's money go without a fight , and thus begins a series of violent confrontations .",neg
26679,"the subject matter is ugly , cruel , and at times hard to look at .",pos
26680,there's a kind of desperation in the movie's approach to humor that reveals the film makers' uncertainty about how entertaining the material is ; the manic style betrays itself as a last-ditch attempt to hide the flaws of a failed script .,neg
26681,the acting is bad with a capital b . the story is worse .,neg
26682,rated pg-13 .,neg
26683,"a slutty woman ( karin viard ) , who lives with the butcher and only wants his meat .",neg
26684,the camera can be a star of films .,neg
26685,"in early 1997 , a special edition of star wars was released .",pos
26686,another thing that i noticed towards the end was that some characters just vanished without a trace but they were fairly major through most of the beginning .,neg
26687,but it's just too little of what movie-goers and especially fans of the game will expect .,neg
26688,"she doesn't want them to see kiss , if you hadn't figured that out already .",neg
26689,this leaves them at loose ends .,neg
26690,so is anything salvageable in this movie ?,neg
26691,"you know , the average porn star .",neg
26692,"one point goes to the russian model girl and that cool accent ( don't ask me why , but it actually turned me on ) .",neg
26693,"all this might be semi-excusable if the story were interesting and entertaining , but it isn't .",neg
26694,sandler joins the team and this once lowly waterboy becomes a football star .,neg
26695,"hey , i never said she wasn't a hot number . . .",neg
26696,"most of the jokes are dumb , predictable , and sitcomish .",neg
26697,"i probably shouldn't mention that this was directed by david nutter , who's works for "" the x-files , "" because that would probably tarnish his reputation .",neg
26698,"all in all , this movie is not funny ( unless you're one to chuckle at train wrecks ) , provides zero drama ( unless you consider loud phone conversations moving ) , generates absolutely no emotion ( although i did tear up when meg hugged a coffee machine ) and ends on a perfectly pretentious note ( "" oh no , please don't get any flour on my donna karan dress ! ) .",neg
26699,he checks into a fleabag hotel where he meets the crazed daffy ( robert carlisle ) .,neg
26700,in its better moments it's an examination of violence as entertainment and of the beast within even a nice guy like tom .,neg
26701,"although the special effects should be impressive , with a massive tidal wave destroying new york , the special effects look like , well , special effects .",neg
26702,robin williams saves the film from being abysmal with several comic scenes that elevate the movie to entertaining and worthwhile levels .,neg
26703,"however , the spirit of the film takes a raunchy turn , and instead , marvin spends most of his time trying to subdue or satiate his voracious appetite and his animalistic , sexual urges .",neg
26704,"for starters , the "" group "" is a collection of mixed nuts better suited to bob newhart than bruce willis .",neg
26705,"what they've got works , so you can easily accept it for the pleasant little comedy that it is .",pos
26706,"the bottom line : horrible , horrible , horrible .",neg
26707,i had made up my mind ; i'll catch it on video or cable in a couple of years .,neg
26708,mia sorvino ( a passport forger ) is dragged into the affay and also provides a lame love interest as well as being rather handy with a gun .,neg
26709,"the film stars sandra bullock and nicole kidman as sally and gillian owens , two sisters whose family comes from a long line of witches , spanning back 200 years .",neg
26710,"quinn escapes and tries to make it back home to his pregnant wife ( natacha lindinger ) , but stavros is out for revenge and kidnaps her .",neg
26711,"and some people might think that what sam does for max towards the end is a valiant thing , but i had a few morality problems with it ( and i apologize for being vague ) .",neg
26712,"in the story , lee plenty ( cherot ) is a 28-year-old author and teaching assistant .",neg
26713,and that analogy is more than apt seeing as how the bunch are kinda sorta forced into using corrupt means to get the job done .,pos
26714,we're simply dropped in on the characters' lives and are expected to figure out the rest .,pos
26715,"charles coburn plays anthony's legal partner , sir simon flaquer .",pos
26716,the same can be said about all of _dead_man_on_campus_ .,neg
26717,"if the relic is truly "" the next evolution in terror "" as the poster states , then the horror film--and humanity--is in even worse shape than we thought .",neg
26718,1998 so far has been one of the worst years in recent memory for summer blockbusters . ?,neg
26719,"to '90s viewers , "" grease "" will probably recall disco and bellbottoms as much as it made its original audience nostalgic for doo-wop and poodle skirts .",pos
26720,"despite a healthy dose of humor and some surprising sincerity , the crow is still just a couple notches above its straight-to-video brethren .",neg
26721,attempts at drama ( which means julia is going to cry ) include a pregnancy scare and the big break up .,neg
26722,"he finds the musketeers in paris disbanded and drunk , so he rounds up aramis ( nick moran ) , athos ( jan gregor kremp ) and porthos ( steven spiers ) to free the musketeer's wrongfully imprisoned leader treville from the king's prison .",neg
26723,"meanwhile , dom deluise plays a fellow who gets hit in the crotch with a monkey wrench ( hahaha ) .",neg
26724,"( i can think of some more appropriate alternate titles : post encounters of the worst kind ; farewell , my salary ; howard the postman ; the postman's never watched twice . . . )",neg
26725,"the only semi-saving grace actor-wise is tim roth as the irrepressible "" bad guy "" , but once again , it's not something that we haven't seen before . . . a",neg
26726,"and i guarantee you , it will wane .",neg
26727,"he decides that he wants to be a physician , leaves the place and a couple of years later enrolls in the medical college of virginia .",neg
26728,"thus another installment was inevitable , but it's also undoubtedly welcome .",pos
26729,"but if true , why ?",neg
26730,wall street wheeler dealer steven taylor ( michael douglas ) is a man with troubles .,neg
26731,""" what does this scene do ?",neg
26732,"i think it's important for the man behind the music to recognize that this film isn't a "" real epic "" by any stretch of the imagination .",neg
26733,"rand is a very , very mean person .",pos
26734,"he's both fascinated and disturbed by the l . i . e . , and those feelings are projected onto big john ( who follows howie around in his bright red car , but never makes a move to force the boy to do something he doesn't want to do .",neg
26735,fred macmurray's flying model t has been replaced by a t-bird .,neg
26736,the films star cleavon little goes along with the black jokes as if they were discussing the time of day .,neg
26737,braxton ( chris penn ) and kennesaw ( michael rooker ) are two cops investigating the brutal murder of a prostitute ( renee zellweger ) .,neg
26738,or at least the prince .,neg
26739,"a number of critics have decided that it's open season on freddie prize jr . , slamming the young actor as an utterly talentless pretty boy on career cruise control in sound-alike , disposable teen fluff like "" head over heels , "" "" boys and girls , "" "" down to you "" and "" she's all that . """,neg
26740,"harry connick , jr . is worse--stick with singing , or get some acting lessons , please !",neg
26741,"believe me , after an hour with these characters , acting and script , you'll start hoping for someone to kill somebody .",neg
26742,peeks of sunshine are few and far between .,neg
26743,"the film has the sweetness of a candy apple , usually channeled through depp's wonderful performance as the lovable geek ichabod crane , who is no longer a mild-mannered school teacher but still attains his cowardly qualities .",pos
26744,dr . malcolm crowe ( willis ) is trying to help him .,pos
26745,"for here we have another lost boy trying to find his way home , an outcast seeking family , themes very familiar from most of spielberg's body of work from sugarland express to close encounters of the third kind to e . t .",pos
26746,back to the store .,neg
26747,"general crook ( gene hackman ) , commander of u . s . army forces , respects geronimo and knows that even his 5 , 000 force isn't enough to catch geronimo in the great spaces of the american southwest .",neg
26748,"he's all brawn and no brains , so there are no epiphanies during his investigation .",neg
26749,"well , let's just say that if he didn't , i would give this film a grade of "" d "" .",neg
26750,"immediately , a second mission - consisting of astronauts mcconnell , husband and wife woody and terri blake ( tim robbins and connie nielsen ) and phil ohlmyer ( jerry o'connell ) - are dispatched to rescue luc and discover the mysterious secret of planet mars .",neg
26751,perhaps those artificial humans would find this entertaining .,neg
26752,"it gives us a half-assed protagonist named shane o'shea ( ryan phillippe , from "" i know what you did last summer "" ) , who's chief character trait is the fact that he's from new jersey , which also happens to be his chief character flaw ( i guess ) .",neg
26753,"at times , however , zeik's tale becomes almost too reminiscent of mission : impossible - de niro might easily become tom cruise , the package might become cruise's computer disk .",pos
26754,"when they do this , they discover what really happened during the five lost hours .",neg
26755,and wonderful nonsense at that .,neg
26756,"screenwriters david weisberg and douglas cook previously collaborated on "" the rock , "" a script which probably benefited from the numerous uncredited rewrites .",neg
26757,"when sagemiller and dushku dance together at a club , he rarely shows them in a full shot and he never keeps the camera on them for longer than a second before relating to some michael bay-style quick cuts .",neg
26758,the little girl is also pretty good but unfortunately her character doesn't really do all that much .,neg
26759,i can't imagine anyone with a reasonable attention span being more than momentarily distracted by this pointless adventure .,neg
26760,"and the main plot is so outrageous that you can't figure out if this film is supposed to be an action , drama , or sci-fi .",neg
26761,"patrick stewart was the person i'd heard that was considered to play freeze , and he would've been so much better .",neg
26762,but that's not necessary since we're implicitly informed of his innocence .,neg
26763,"his grimacing smile , green hair , and purple suits over orange shirts are colorful and outrageous .",pos
26764,when we see the actual crime we have no idea why gal was so important to its success .,neg
26765,this is a movie that should be avoided at all costs .,neg
26766,"blanchett's lola , a paris dwelling dancer who befriends the aspiring singer suzie , is bold , interesting and layered ? everything our heroine lacks .",neg
26767,virtually no plot .,pos
26768,"after all , the producer behind the project was steven spielberg and , if anything else , at least the special effects would be good .",neg
26769,"it's up to wayne and j . d . to rescue their best friend in "" saving silverman . """,neg
26770,writer-director-star john cameron mitchell and composer-lyricist stephen trask have cooked up a real winner .,pos
26771,"the formula of the film seems to be this : billy crystal says no to deniro , deniro forces him , and much wackiness ensues .",neg
26772,"however , robbin's performance is nowhere near as good as the characters he played in jacob's ladder , and the player .",neg
26773,"her older sister is georgia ( diane keaton ) , an editor for the self-titled magazine , "" georgia , "" while maddy ( lisa kudrow ) is the youngest , a soap opera actress .",neg
26774,"the farrellys then introduce scores of different characters , and none of them ever manage to do anything you haven't already expected them to do , no matter how outrageous their actions might be .",neg
26775,the movie also has bad dialogue .,neg
26776,the movie is lacking and most unsatisfying .,neg
26777,it fails to be insightful .,neg
26778,"it is a story combining hope and intolerance , sacrifice and bigotry , and while it does not coalesce perfectly , the movie does offer some disturbing images .",pos
26779,( think charlie and irene will fall in love ?,neg
26780,what are we going to do with jim carrey ?,neg
26781,"ironic self-reflection aside , parts one and two stand out in a crowd that includes umpteen friday the 13th and halloween flicks because there's at last articulate human beings behind the iconic costume .",neg
26782,"directed by christopher mcquarrie , the screenwriter who won an oscar for his work on usual suspects , an overrated piece of crime noir in many circles ( this one included ) , way of the gun is a hodgepodge of crime thriller motifs that just oozes eye rolling familiarity .",neg
26783,the spiritual one who keeps bringing up our unrighteous past is the same one who wants to keep us in a state of condemnation .,neg
26784,"when the beast finally appears , he tears up one building , stomps a couple of trucks and makes life hell for the incumbent mayor ebert ( thumbs up for new york ) .",neg
26785,bang bang . .,neg
26786,"capshaw's character is as good as i have seen present in recent romantic comedies , but the people that surround her are all either underwritten or purely one-dimensional .",neg
26787,"this of course results in the corny ending , showing that mom's heart was always in the right place , only she went about it in the wrong way .",neg
26788,"the film , directed by louis morneau , should have ventured straight into video stores .",neg
26789,"synopsis : melissa , a mentally-disturbed woman who likes to smoke , seduces doug , a minor-league baseball player who likes to study anatomy , work on motorcycles , and make out with his girlfriend in a public library .",neg
26790,"he keeps too much inside , so much that when the characters journey to a mental institution in the third act , you wonder why they just don't get the hell out of there .",neg
26791,"his latest film , "" the butcher boy , "" is a return to his roots in ireland , but unfortunately , it is not a successful homecoming .",neg
26792,"the first three films in the "" vacation "" series were written by john hughes , a talented writer who is behind several popular films of the 80's including mr .",neg
26793,however i've seen terrible films that are fun to watch .,neg
26794,"but , sometimes it can happen for rather trivial reasons .",neg
26795,de palma is maddeningly inconsistent .,neg
26796,"however , the only humourous scene in the film is when the four of them and emmannuelle talk about their most amourous escapades .",neg
26797,"cage plays rick santoro , a corrupt atlantic city cop who shakes down criminals to get betting money .",neg
26798,food and other opportunities come his way in the form of spirited abby ( olivia williams ) who wants him to father a child because her husband is sterile .,pos
26799,"the problem isn't with him , it's with the movie's tone .",neg
26800,"unfortunately , she is let down by a superficial script .",neg
26801,"whatever morbid appeal the far-fetched premise has quickly evaporates , and the self-absorbed characters , especially cooper , pretty much grate from the get-go .",neg
26802,"the movie begins to go downhill , however , once gia becomes an established model .",neg
26803,shakespeare in love is quite possibly the most enjoyable period piece ever made for the silver screen .,neg
26804,"melinda dillon was , on the other hand , nominated for "" oscar "" as a struggling mother , yet she was overshadowed by teri garr as neary's long-suffering wife ronnie .",pos
26805,"even jason lee , a personal favorite of mine , was left out to dry with lame dialogue and one of the phoniest romances to hit the big screen in a while .",neg
26806,there's only a little more .,neg
26807,"big daddy is the first film in which the story seems more important than sandler's comic performance , and it's a miserable failure .",neg
26808,"wolf larson , who bears more than a passing resemblance to hugh grant , adequately plays the underling obviously set up as the killer of the film's title .",neg
26809,krippendorf's tribe will quickly become extinct .,neg
26810,"whenever people look at his van or whenever a cop glances his way , his blood pressure increases .",neg
26811,i think what happens to gavin is proof enough that there's something rotten in the state of teen angstdom .,neg
26812,"no suspense , no chemistry between the leads , no real love or passion , no sense of surprise , plenty of plot holes for everyone and an extra moronic ending .",neg
26813,"jackie passes ordell's test , however , and soon the two of them are plotting a way to smuggle $500 , 000 of ordell's money into the united states without tipping off the feds .",pos
26814,"the ground crew of people you couldn't care less about is trapped on the surface without food , water or air and stalked by a deadly rogue cyberdog .",neg
26815,"his father wants him to play the very demanding rachmaninov's 3rd , whilst his teacher wants to start him with a simple mozart .",pos
26816,there are some honest and decent performances by an almost unknown cast and harald klose's moody musical score that is at in right place at the right time .,pos
26817,retrospective : city of the living dead ( 1980 ),neg
26818,but two funny scenes and a couple good wisecracks do not a movie make .,neg
26819,strut their stuff for thousands of dollars an hour ?,neg
26820,"everything is wrong about this movie : the performances are forced , and the audiences fail to relate to any of the characters .",neg
26821,"the central role of matty , a junkie film star whose lightning paced hollywood life among the beautiful people is inevitably leading to his destruction , is played by matthew modine ( who takes what he can get after cutthroat island ) .",neg
26822,"specifically , she is to become an undercover reporter at a high school , by enrolling in the senior class and "" becoming one of them . """,neg
26823,"it's got high production values , but little else .",neg
26824,but the filmmakers are so inept they can't even flash the audience correctly .,neg
26825,"clueless was an annoying , unfunny waste of time .",neg
26826,there are a couple of minor plot differences .,neg
26827,"this forced me to pay full price for snake eyes instead of watching a perfectly good baseball game for free -- so the invective , deserved as it is , should be seen in that perspective . )",neg
26828,and overscored .,neg
26829,the rest i got dead-on .,neg
26830,"heard during "" the thirteenth warrior "" 's final scene : a dog whimpering .",neg
26831,"of course , in between ( and at the end ) there are soldiers chatting and smiling while carrying grievous wounds caused by bug legs .",neg
26832,"boys will be boys and some heavy duty testosterone starts exuding , then the macho one-upmanship begins .",neg
26833,"this plot device , which is seen in just about every action film made nowadays , is getting old fast .",neg
26834,but she's terribly unconvincing in this and her performance seems stale and unsatisfying ) doesn't really add to the movie at all ; just takes away .,neg
26835,"as the disc began to spin i was rather impressed with the opening sequence , which made me sit up and wonder if my assumptions all this time could have been wrong .",neg
26836,and then there's martin sheen .,neg
26837,""" jack frost , "" is an earnest , but severely misguided film , and children , as well as adults , deserve better .",neg
26838,the ( ha ! ) plot revolves around tom welles ( nicolas cage ) as a surveillance expert and private investigator .,neg
26839,"- to make things more depressing , it is constantly raining hard .",neg
26840,this lack-of-speed problem affects many sequences .,neg
26841,"i think he's very funny , but his shtick has gotten forced and contrived over the years .",pos
26842,"amanda peterson plays valerie and shows at least some talent ( the rest of the cast don't ) , even though her performance isn't exactly stellar material .",neg
26843,"verhoeven and ezsterhas deserve credit for trying to break ground , but if it's adult entertainment you want , stay home and watch the playboy channel .",neg
26844,"based on the popular 50's sitcom , sgt .",neg
26845,"well yeah i can , it's not funny .",neg
